variante,canonico,codigo,classe,origem,confianca_mapeamento,risco_palavra_comum,ocorrencias,status,confianca,arquivo,evidencia
Jesus resolveu não matar,Jesus como Último Avatar (Não Mata),RC-800,stt,etimologia,referencia_oral,nao,0,em análise,baixa,RC-800-jesus-como-ultimo-avatar.md,"- **Grafia preferida:** Jesus como Último Avatar (Não Mata) - **Variações STT capturadas:** ""último avatar"", ""Jesus resolveu não matar"", ""luta íntima do bem e do mal"" - **Idioma de"
judaísmo,Judaísmo como Destruidor do Mito de Pandora/Lilith,RC-796,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-796-judaismo-como-destruidor-do-mito.md,"- **Grafia preferida:** Judaísmo como Destruidor do Mito de Pandora/Lilith - **Variações STT capturadas:** ""judaísmo"", ""escolas religiosas impositivas"", ""religiões impositivas"" - *"
Julin Games,Genoma da Liberdade,RC-619,stt,prosa,baixa,nao,0,em análise,baixa,RC-619-genoma-da-liberdade.md,"ida sob a prisão da voz dos deuses. Aí entra a tese de Julian Jaynes [STT 'Julin Games'] até 2.700 anos atrás, quando Sidarta G"
Krishna murte,Krishna (avatar de Vishnu/Shiva),RC-414,stt,prosa,baixa,nao,0,verificado,alta,RC-414-krishna-avatar-de-vishnu-shiva.md,"va""; ""Krishnam nasceu para ser uma coisa e se recusou a ser"" (grafias STT ""Krishna murte""/""Krishnam"" = Krishna Murti). ### P2022"
Kvasir,Pacto Aesir-Vanir como Origem Nórdica da Ideia de Pandora,RC-816,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-816-pacto-aesir-vanir-origem-pandora.md,"- **Grafia preferida:** Pacto Aesir-Vanir como Origem Nórdica da Ideia de Pandora - **Variações STT capturadas:** ""Aesir"", ""Vanir"", ""Fria"", ""Kvasir"", ""tigela"", ""saliva"" - **Idioma "
lacre genético,Padrão de Consciência Genético por Espécie,RC-807,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-807-padrao-de-consciencia-genetico-por-especie.md,"- **Grafia preferida:** Padrão de Consciência Genético por Espécie - **Variações STT capturadas:** ""padrão de consciência"", ""programação genética"", ""lacre genético"" - **Idioma de o"
lamentação dos deuses,Lamúria dos Deuses (Diagnóstico de Prometeu),RC-791,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-791-lamuria-dos-deuses.md,"- **Grafia preferida:** Lamúria dos Deuses (Diagnóstico de Prometeu) - **Variações STT capturadas:** ""lamúria"", ""lamúria dos deuses"", ""lamentação dos deuses"" - **Idioma de origem:*"
lamúria,Lamúria dos Deuses (Diagnóstico de Prometeu),RC-791,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-791-lamuria-dos-deuses.md,"- **Grafia preferida:** Lamúria dos Deuses (Diagnóstico de Prometeu) - **Variações STT capturadas:** ""lamúria"", ""lamúria dos deuses"", ""lamentação dos deuses"" - **Idioma de origem:*"
lamúria dos deuses,Lamúria dos Deuses (Diagnóstico de Prometeu),RC-791,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-791-lamuria-dos-deuses.md,"- **Grafia preferida:** Lamúria dos Deuses (Diagnóstico de Prometeu) - **Variações STT capturadas:** ""lamúria"", ""lamúria dos deuses"", ""lamentação dos deuses"" - **Idioma de origem:*"
levas genéticas,Especiação Humana — Levas Genéticas,RC-783,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-783-especiacao-humana-levas-geneticas.md,"- **Grafia preferida:** Especiação Humana — Levas Genéticas - **Variações STT capturadas:** ""levas genéticas"", ""1, 2, 3 levas"", ""padrão genético humano"" - **Idioma de origem:** Por"
Lil,Culto a Lilith (Transformação em Deusa Lil Babilônica),RC-813,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-813-culto-a-lilith-babilonia.md,"- **Grafia preferida:** Culto a Lilith (Transformação em Deusa Lil Babilônica) - **Variações STT capturadas:** ""Lil"", ""Lil transformou-se em deusa"", ""Babilônia"", ""mesa"" (= Babel?) "
Lil transformou-se em deusa,Culto a Lilith (Transformação em Deusa Lil Babilônica),RC-813,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-813-culto-a-lilith-babilonia.md,"- **Grafia preferida:** Culto a Lilith (Transformação em Deusa Lil Babilônica) - **Variações STT capturadas:** ""Lil"", ""Lil transformou-se em deusa"", ""Babilônia"", ""mesa"" (= Babel?) "
Lili,Lilith como Rakshasa (Espécie Não-Humana),RC-794,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-794-lilith-como-rakshasa.md,"- **Grafia preferida:** Lilith como Rakshasa (Espécie Não-Humana) - **Variações STT capturadas:** ""Rxassa"", ""Rchaça"", ""Rxaças"", ""rachaças"", ""Lilif"", ""Lili"" - **Idioma de origem:** "
Lilif,Sequência Formativa da Racionalidade Humana,RC-785,stt,etimologia,referencia_oral,nao,0,em análise,baixa,RC-785-sequencia-formativa-da-racionalidade-humana.md,"- **Grafia preferida:** Sequência Formativa da Racionalidade Humana - **Variações STT capturadas:** ""Pandora, Lilif, Irra, Eva, Noreia"", ""cadeia de mulheres que produziram a racion"
Lilif,Lilith como Rakshasa (Espécie Não-Humana),RC-794,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-794-lilith-como-rakshasa.md,"- **Grafia preferida:** Lilith como Rakshasa (Espécie Não-Humana) - **Variações STT capturadas:** ""Rxassa"", ""Rchaça"", ""Rxaças"", ""rachaças"", ""Lilif"", ""Lili"" - **Idioma de origem:** "
lona,Greve de Fome Genética (Suicídio como Quebra do Código Demoníaco),RC-824,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-824-greve-de-fome-genetica.md,"- **Grafia preferida:** Greve de Fome Genética (Suicídio como Quebra do Código Demoníaco) - **Variações STT capturadas:** ""greve de fome"", ""sata garra"", ""lona"", ""jejum"" - **Idioma "
loop mental vivo,Egrégora de Lilith / Noreia (Loop Mental Vivo),RC-787,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-787-egregora-de-lilith-noreia.md,"- **Grafia preferida:** Egrégora de Lilith / Noreia (Loop Mental Vivo) - **Variações STT capturadas:** ""loops mentais"", ""cópias de consciências"", ""egrégora viva"", ""loop mental vivo"
loops mentais,Egrégora de Lilith / Noreia (Loop Mental Vivo),RC-787,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-787-egregora-de-lilith-noreia.md,"- **Grafia preferida:** Egrégora de Lilith / Noreia (Loop Mental Vivo) - **Variações STT capturadas:** ""loops mentais"", ""cópias de consciências"", ""egrégora viva"", ""loop mental vivo"
Luisber,(devolutiva de 28/08/2026),RC-020,stt,etimologia,alta,nao,0,verificado,alta,RC-020-anjos-caidos.md,"STT para os nomes do entorno: «I Luzbell», «Luisber», «Luzbel», «a rebelião de Lúcia» [REVISAR: feminização do STT → CHANCELA 2026-09-06 · F039-L3: AGUARDA-ÁUDIO (STT preservado co"
luta íntima do bem e do mal,Jesus como Último Avatar (Não Mata),RC-800,stt,etimologia,referencia_oral,nao,0,em análise,baixa,RC-800-jesus-como-ultimo-avatar.md,"- **Grafia preferida:** Jesus como Último Avatar (Não Mata) - **Variações STT capturadas:** ""último avatar"", ""Jesus resolveu não matar"", ""luta íntima do bem e do mal"" - **Idioma de"
Luzbel,(devolutiva de 28/08/2026),RC-020,stt,etimologia,alta,nao,0,verificado,alta,RC-020-anjos-caidos.md,"STT para os nomes do entorno: «I Luzbell», «Luisber», «Luzbel», «a rebelião de Lúcia» [REVISAR: feminização do STT → CHANCELA 2026-09-06 · F039-L3: AGUARDA-ÁUDIO (STT preservado co"
Lúcifer com humanos,13 Livros de Lúcifer com Humanos (Necessários Antes do Fim),RC-833,stt,etimologia,referencia_oral,nao,0,em análise,baixa,RC-833-13-livros-de-lucifer-com-humanos.md,"- **Grafia preferida:** 13 Livros de Lúcifer com Humanos (Necessários Antes do Fim) - **Variações STT capturadas:** ""13 livros"", ""9 livros"", ""Lúcifer com humanos"", ""rebelião de Lúc"
Magant,Mahatma Magant como Libertador da Alimentação Demoníaca,RC-822,stt,etimologia,referencia_oral,nao,0,em análise,baixa,RC-822-mahatma-magant-libertador.md,"- **Grafia preferida:** Mahatma Magant como Libertador da Alimentação Demoníaca - **Variações STT capturadas:** ""Mahatma Magant"", ""Magant"", ""Mahatma"" - **Idioma de origem:** Sânscr"
Mahatma,Mahatma Magant como Libertador da Alimentação Demoníaca,RC-822,stt,etimologia,referencia_oral,nao,0,em análise,baixa,RC-822-mahatma-magant-libertador.md,"- **Grafia preferida:** Mahatma Magant como Libertador da Alimentação Demoníaca - **Variações STT capturadas:** ""Mahatma Magant"", ""Magant"", ""Mahatma"" - **Idioma de origem:** Sânscr"
Mahatma Magant,Mahatma Magant como Libertador da Alimentação Demoníaca,RC-822,stt,etimologia,referencia_oral,nao,0,em análise,baixa,RC-822-mahatma-magant-libertador.md,"- **Grafia preferida:** Mahatma Magant como Libertador da Alimentação Demoníaca - **Variações STT capturadas:** ""Mahatma Magant"", ""Magant"", ""Mahatma"" - **Idioma de origem:** Sânscr"
Maloca,Shiva (Savna),RC-102,stt,prosa,baixa,nao,0,verificado,alta,RC-102-shiva-savna.md, o Bramaloca (paráfrase U0046; RC-102 Shiva/Savna; RC-038 Brahmaloka; STT «Maloca»). ## Fontes | Fonte | Localização | 
manáico,Corpo Manásico / Corpo Mental,RC-625,stt,etimologia,referencia_oral,nao,0,em análise,baixa,RC-625-corpo-manasico-corpo-mental.md,STT: manáico.
Marabarata,Mahabharata,RC-593,stt,etimologia,alta,nao,0,verificado,média,RC-593-mahabharata.md,"STT: Marabarata, Marbarat, rabarata."
Marbarat,Mahabharata,RC-593,stt,etimologia,alta,nao,0,verificado,média,RC-593-mahabharata.md,"STT: Marabarata, Marbarat, rabarata."
marcas,Código Genético como Marca da Herança Demoníaca,RC-825,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-825-codigo-genetico-como-marca-heranca-demoniaca.md,"- **Grafia preferida:** Código Genético como Marca da Herança Demoníaca - **Variações STT capturadas:** ""código genético"", ""sequências genéticas"", ""DNA"", ""infecção"", ""marcas"", ""ele"
Maria Orstic,Maria Orsic (médium da Sociedade Vril),RC-846,stt,prosa,referencia_oral,nao,0,verificado,média,RC-846-maria-orsic-medium-da-sociedade-vril.md,ium da Sociedade Vril) — RC-846 ## Definição Sintética Maria Orsic (STT 'Maria Orstic/Rossique'): médium vidente da Sociedade Vril (RC-
Maric Candô,Shiva (Savna),RC-102,stt,prosa,baixa,nao,0,verificado,alta,RC-102-shiva-savna.md,"38-L5: Tamil — a P2021-01-23 (apostila) equaciona “tradição Tamil” ao STT “Maric Candô/com mar e candão” — ver nota]""; ""ele próprio Shiva passou"
Marik Candã,Shiva (Savna),RC-102,stt,prosa,baixa,nao,0,verificado,alta,RC-102-shiva-savna.md,ue SHIVA INTRODUZIU ISSO HÁ 23.000 ANOS lá na tradição com [Marici? — STT 'Marik Candã' [REVISAR → CHANCELA 2026-09-06 · F039-L
marra samadi,Brahma,RC-037,stt,prosa,baixa,nao,0,verificado,alta,RC-037-brahma-brajna.md,"r que colecionava estavam ferrando o espírito dele (paráfrase U0063); STT «marra samadi» (maha samadhi), «daiva» (deidade); RC-0"
Marrabarata,Brahma,RC-037,stt,prosa,baixa,nao,0,verificado,alta,RC-037-brahma-brajna.md,"ce humana de Brahma, descrita por Vyasa (STT ""Viaza"") no Mahabharata (STT ""Marrabarata"") — ""cerca de 270 mundos que observam o "
Marrabarata,Mahabharata,RC-593,stt,prosa,baixa,nao,0,verificado,média,RC-593-mahabharata.md,"orada celeste, eu tive que fazer um compêndio de 3.» — o Mahabharata (STT ""Marrabarata/rabarata"") em versões distintas: 3,2 mi de versos"
matéria e antimatéria,Fissão em Dois Universos (Matéria + Antimatéria),RC-811,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-811-fissao-em-dois-universos.md,"- **Grafia preferida:** Fissão em Dois Universos (Matéria + Antimatéria) - **Variações STT capturadas:** ""universo paralelo"", ""matéria e antimatéria"", ""fissão"" - **Idioma de origem"
Mcha,Moksha,RC-618,stt,etimologia,alta,nao,0,verificado,média,RC-618-moksha.md,"STT: moxa, Mcha."
mediocrizada,"Patriarcado desde Pandora (Origem no Feminino, Dominação pelo Masculin",RC-818,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-818-patriarcado-desde-pandora.md,"- **Grafia preferida:** Patriarcado desde Pandora (Origem no Feminino, Dominação pelo Masculino) - **Variações STT capturadas:** ""patriarcalismo"", ""patriarcado"", ""ferrando feminino"
medo de ter relação sexual,Pulsação dos Elétrons Como Afetividade Humana,RC-832,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-832-pulsacao-dos-eletrons-como-afetividade.md,"- **Grafia preferida:** Pulsação dos Elétrons Como Afetividade Humana - **Variações STT capturadas:** ""pulsação dos elétrons"", ""comportamento biológico"", ""afetividade"", ""identidade"
Melcor,Melkor (o filho dissonante),RC-844,stt,prosa,baixa,nao,0,verificado,média,RC-844-melkor-o-filho-dissonante.md,Melkor (o filho dissonante) — RC-844 ## Definição Sintética Melkor (STT 'Melcor'): o filho de Eru que não alcançou a har
memória dos antielétrons,Memória dos Elétrons e Arcanos,RC-829,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-829-memoria-dos-eletrons-e-arcanos.md,"- **Grafia preferida:** Memória dos Elétrons e Arcanos - **Variações STT capturadas:** ""memória dos elétrons"", ""arcanos"", ""inconsciente dos elétrons"", ""memória dos antielétrons"", """
memória dos elétrons,Memória dos Elétrons e Arcanos,RC-829,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-829-memoria-dos-eletrons-e-arcanos.md,"- **Grafia preferida:** Memória dos Elétrons e Arcanos - **Variações STT capturadas:** ""memória dos elétrons"", ""arcanos"", ""inconsciente dos elétrons"", ""memória dos antielétrons"", """
Mermerium,Mermérion,RC-599,stt,etimologia,alta,nao,0,verificado,média,RC-599-mermerion.md,"STT: Mermerium, Mermérium, Mermério."
Mermério,Mermérion,RC-599,stt,etimologia,alta,nao,0,verificado,média,RC-599-mermerion.md,"STT: Mermerium, Mermérium, Mermério."
"mesa"" (= Babel?",Culto a Lilith (Transformação em Deusa Lil Babilônica),RC-813,stt,etimologia,referencia_oral,nao,0,verificado,média,RC-813-culto-a-lilith-babilonia.md,"- **Grafia preferida:** Culto a Lilith (Transformação em Deusa Lil Babilônica) - **Variações STT capturadas:** ""Lil"", ""Lil transformou-se em deusa"", ""Babilônia"", ""mesa"" (= Babel?) "
Midana,Nidana (ovo cósmico),RC-154,stt,prosa,baixa,nao,0,em análise,baixa,RC-154-nidana-ovo-cosmico.md,"s biológicas para se misturar com esses códigos neutros.» — o Nidana (STT 'Midana', RC-154): o código podre do criador, ad"
Missé,A Falsa Trindade,RC-273,stt,prosa,baixa,nao,0,verificado,alta,RC-273-a-falsa-trindade-concilio-de-niceia.md,"e, aí é que Javé não aceitou mesmo.» — no Concílio de Niceia (RC-273, STT 'Missé'), em 325 d.C., Jesus foi igualado a Deu"
Moren So,Mohen So (Avatar Keshava de Vishnu),RC-081,stt,etimologia,referencia_oral,nao,0,verificado,alta,RC-081-mohen-so-avatar-keshava-de-vishnu.md,"- **Preferida:** Mohen So. - **Erros/variações STT:** Morren So, Morrençor, Moren So. - **Correspondências:** Phanes, Protogonos, Vasuki, Kalki."
Moreno,Corpo Átmico,RC-623,stt,prosa,baixa,nao,0,verificado,média,RC-623-corpo-atmico.md,"corpo átmico"" (imutável); ""um ser chamado Mohen So/Protogonos/Phanés [STT 'Moreno, protogonos fanis'] constatou que não adiantava [a produçã"
Morençor,Projeto Talm,RC-091,stt,prosa,baixa,nao,0,verificado,alta,RC-091-projeto-talm.md,"iou o quê? O tal projeto tal, que a gente vai falar hoje.» — Morlens (STT ""Morençor/Morrençou"") como o criador do Projeto Talm; ver RC"
Moros,Supercomputador Cósmico (Moros — destino),RC-533,stt,prosa,referencia_oral,nao,0,verificado,alta,RC-533-supercomputador-cosmico-moros-destino.md,"e definidor que defini o corpo de cada ser individualizado.» — Moros (STT ""Moros/Morus"") mediu o peso da podridão ancestral no "
morrem só,Mohen So = Phanes / Protogonos / Vasuki / Kalki (correspondências),RC-282,stt,prosa,referencia_oral,nao,0,verificado,alta,RC-282-mohen-so-phanes-protogonos-vasuki-kalki-correspondencias.md,"oron/Phanes/Protogonos (P2024-11-30):** ""surgiu um ser chamado Moron [STT 'morrem só'], com a somatória da genética dos três,"
Morrens,Mohen So = Phanes / Protogonos / Vasuki / Kalki (correspondências),RC-282,stt,prosa,referencia_oral,nao,0,verificado,alta,RC-282-mohen-so-phanes-protogonos-vasuki-kalki-correspondencias.md,"Brama (Brahma) criaram Morrens (Mohen So = Phanes/Protogonos, RC-282; STT ""Morrens"" sem emenda) — ""Ele foi feito a partir d"
Morrenson,Elm,RC-454,stt,etimologia,alta,nao,0,em análise,baixa,RC-454-elm-moros---ser-lm-de-temperion.md,"STT capturava 'Morençor/Morrensor/Morrençou/Morrenson'; a nomenclatura à moda de Vol, Yel, Xum, Shanlung)."
Morrensor,Elm,RC-454,stt,etimologia,alta,nao,0,em análise,baixa,RC-454-elm-moros---ser-lm-de-temperion.md,"STT capturava 'Morençor/Morrensor/Morrençou/Morrenson'; a nomenclatura à moda de Vol, Yel, Xum, Shanlung)."
morrensor,Morlens,RC-772,stt,prosa,baixa,nao,0,verificado,média,RC-772-morlens-programador-genetico-atomico-do-projeto-talm.md,", já que a ideia foi divino, mas era um ser tão estranho.» — Morlens (STT ""morrensor/Morrençon/Morrençor""), descendente de Vishnu, criado sem cód"
Morrençon,Morlens,RC-772,stt,prosa,baixa,nao,0,verificado,média,RC-772-morlens-programador-genetico-atomico-do-projeto-talm.md,", já que a ideia foi divino, mas era um ser tão estranho.» — Morlens (STT ""morrensor/Morrençon/Morrençor""), descendente de Vishnu, criado sem cód"
Morrençor,Mohen So (Avatar Keshava de Vishnu),RC-081,stt,etimologia,referencia_oral,nao,0,verificado,alta,RC-081-mohen-so-avatar-keshava-de-vishnu.md,"- **Preferida:** Mohen So. - **Erros/variações STT:** Morren So, Morrençor, Moren So. - **Correspondências:** Phanes, Protogonos, Vasuki, Kalki."
